"person";"txt"
"Rachel";"Come on you guys! Listen, if Emily knew I was here having dinner youwith you she would flip out and you know it. It's okay, I really… I don't mind."
"Ross";"Wait! Wait! Wait! Y'know what? Just stay. Please? It uh… It wouldreally mean a lot to me if you stayed."
"Rachel";"Ross, I…"
"Rachel";"Okay. Okay. Joey, it's okay. Settle down."
"Joey";"All right, I-I'm sorry. I'm sorry. You see Rach I'm an actor…"
"Ross";"Hey! Hey, look! Ugly Naked Guy's back!"
"Rachel";"I haven't seen him in so long!"
"Phoebe";"Oh God, I really missed that fat bastard!"
"Monica";"Wow, this is so weird. I just realized this might be the last time we'llall be hanging out together."
"Joey";"It's almost as if he knew."
"Monica";"I'll get it. (On phone.) Hello. (Listens.) Hi Emily! (Listens.) Yeah, uhyou-you tracked him down. Hold on one second. (She hands the phone to Ross.)"
"Ross";"Hey! (Listens.) Yeah-yeah, we're just having dinner. (Listens.) Uh, yeah,sure uh hold on. (To the gang.) She wants to say hi. (To Emily) Hold on."
"Phoebe";"Hi Emily!"
"Chandler";"Hi!"
"Emily";"Hello everyone. So who am I saying hello too?"
"Joey";"Well uh, I don't know about who's here, but I can tell you for damn surewho's not here and that's Rachel!!"
"Emily";"(laughs) Well, I should hope not. Ross knows better than that by now."
"Ross";"Y'know what? Uh, Rachel is here! (Rachel stops.)"
"Emily";"She's there?!"
"Chandler";"Oh yeah, there-there she is!"
"Ross";"Yeah, yeah, she's here."
"Emily";"Ross, take me off speakerphone."
"Ross";"(on phone) Hi."
"Emily";"How can you do this too me?! I thought I'd made my feelings about Rachelperfectly clear!"
"Ross";"(going onto the patio) Look Emily, I'm just having dinner with my friends,okay?"
"Emily";"You obviously can't keep away from her."
"Ross";"Emily that's ridiculous. Look, I'm-I'm moving for you, I'm cutting friendsout of my life for you. Please, just get on the plane and come to New York. Okay, you'llsee you're the only person I want to be with."
"Emily";"I'll feel better when I'm there, and I can know where you are all thetime."
"Ross";"Well, you can't know where I am all the time. Look, this marriage is nevergonna work if you don't trust me."
"Emily";"You're right."
"Ross";"So, can you trust me?"
"Emily";"No."
"Joey";"I think it's going okay. Looks like he's smiling."
"Monica";"How can you tell? You can only see the back of his head!"
"Joey";"You can totally tell! Here look, watch me. (He stands up and turns hisback to them so that he is facing the window.) Smile! Frown. Smile! Frown. (The cameracuts to Ross outside hanging up the phone.) Smile! (Ross turns around and sees Joeyalternately smiling and frowning and just stares at him for a second and heads backinside.)"
"Ross";"Well, I guess that's it."
"All";"Why, what happened?"
"Joey";"What happened? What happened?"
"Ross";"My marriage is over."
"All";"What?!"
"Monica";"Oh, sweetie. Oh, look at you. You're shivering."
"Phoebe";"Here. (She wraps her coat around his shoulders.)"
"Rachel";"Ross, honey, is there anything we can do?"
"Ross";"Yeah. You can help me get my furniture back from Gunther."
"Phoebe";"(to the squirrel) Okay, stop tormenting me! This mink! Okay, they'remean! And they hate squirrels! And y'know, okay, most of these probably wanted to becoats! (The squirrel stares at her.) All right, fine, now I get it. (To the clerk.) Here.(She hands him her coat.) You take it. (To the squirrel.) Are you happy now? I'm cold!"
"Chandler";"Are you looking at naked tribe's women?"
"Joey";"No, look. (Shows him the magazine.)"
"Chandler";"That's a pig."
"Joey";"I know, I know, but look at the knobs on her."
"Chandler";"Hey! (Joey quickly hides the magazine under the couch.)"
"Ross";"Emily's cousin kicked me out!"
"Chandler";"What?!"
"Joey";"Why?"
"Ross";"Well, when you're subletting an apartment from your wife's cousin and thenyou get a divorce, sometimes the cousin suddenly wants his apartment back."
"Chandler";"How can he do that? Didn't you sign a lease?"
"Ross";"Who needs a lease when"
"Joey";"Hey, you can stay with us! We'll take care of ya!"
"Chandler";"Oh, yeah! Absolutely! Anything you need man! But you have to promiseme the second you are feeling better so that we can make fun of your hair!"
"Joey";"Yeah."
"Ross";"You got it."
"Joey";"Okay."
"Ross";"Thanks you guys, I really appreciate this. All right, I'm gonna getpacking again. Man, I've been moving around so much I'm beginning to feel like a nomad."
"Ross";"What?"
"Chandler";"He thought you said gonad."
"Health Inspector";"Wow, Monica, if every restaurant is as clean as yours, I'd have atough time making a living."
"Monica";"Oh, Larry."
"Phoebe";"Umm, do health inspectors work on commission?"
"Larry";"No, bribes."
"Phoebe";"It's okay to laugh right?"
"Larry";"Yeah, I was just kidding."
"Phoebe";"Okay. (She laughs harder.)"
"Larry";"I'll check the kitchen floors."
"Monica";"Okay, knock yourself out, Larry."
"Phoebe";"Yum-my!"
"Monica";"Larry?"
"Phoebe";"Oh yeah! I'd let him check out my kitchen floors."
"Larry";"(entering) A 98. I deducted 2 points because you are not wearing yourchef's hat, and"
"Monica";"Uh, look, Larry honey, umm, I wrote the book on Section 5 and I knowthat you don't have to wear your hat unless you're in the kitchen."
"Larry";"And where is your hat?"
"Monica";"It's in the kitchen, I'll go get it."
"Larry";"Ahh"
"Phoebe";"Hey, you should really read that book you wrote. (To Larry) Wow! You"
"Larry";"Oh, I don't know about that."
"Phoebe";"Yeah, but then I can be you sidekick Vunda."
"Larry";"Maybe uh, Vunda could give me her number and I can ask her to dinnersometime."
"Phoebe";"Okay, she would love that! Y'know, 'cause you know all the clean placesto eat."
"Larry";"I-I'll call ya."
"Phoebe";"Okay."
"Phoebe";"He's so funny! (She imitates what he just did.)"
"Monica";"Thanks."
"Rachel";"Thank you. (To Monica) Mon?"
"Monica";"Hmm?"
"Rachel";"How's Ross doing? Y'know since all the Emily stuff."
"Monica";"He's not great umm, but he's dealing with it. Oh wait a minute, you'renot gonna try…"
"Rachel";"Oh, honey, please, no, I can't get started with all that Ross stuffagain. I mean, he's gonna screwed up for a looong time. And besides y'know, I don't, Idon't go for guys right after they get divorced."
"Monica";"Right, you only go for them 5 minutes before they get married."
"Danny";"(To Gunther) Two pounds of Moca Java please."
"Monica";"(To Monica) Danny. Are you guys ever gonna go out again?"
"Rachel";"I don't know! He hasn't called me since that one time when we went out.I see him in the hallway, we flirt, I'm all ha-ha-ha-ha, and nothing."
"Danny";"(To them) Hey!"
"Rachel";"Hi Danny! (Notices his box of liquor he's carrying.) Wow! Thirsty huh?"
"Danny";"Uh, actually, actually, I'm having a party at my place on Saturday, it'ssort of a house warming kind of thing."
"Monica";"Ohh, fun!"
"Rachel";"Ohh, great!"
"Danny";"Yeah, I'm really looking forward to it."
"Rachel";"Yeah."
"Danny";"Okay, see ya. (Heads out.)"
"Monica";"Well, I guess we won't be warming his house."
"Rachel";"(laughs) Okay. All right, I see what he's doing! He's not asking me out,because he wants"
"Monica";"And you're not gonna do that."
"Rachel";"That's right! 'Cause"
"Monica";"So-so there is no party."
"Rachel";"No, there's a party. There's a party. But the power, that is still upfor grabs. You follow me?"
"Monica";"I think so. Se, he-he's not inviting you to his party because he likesyou."
"Rachel";"Exactly."
"Joey";"Ross?"
"Ross";"(entering from the bathroom) Hey roomies!"
"Chandler";"Love what you've done with the place."
"Ross";"Oh, yeah I know, I know, it's a lot of boxes, but again I reallyappreciate you guys letting me stay here."
"Joey";"Not a problem. And listen, hey! Since you're gonna be here for a while,why don't—I was thinking we uh, put your name on the answering machine."
"Chandler";"Oh yeah!"
"Ross";"Oh, I uh, hope you don't mind, I kinda uh, jazzed it up a little. Checkthis out. (He plays the greeting, and"
"Joey";"Hey, all right!"
"Ross";"Pretty cool, huh?"
"Joey";"(To Chandler) You're fake laughing too, right?"
"Chandler";"Oh, the tears are real."
"Larry";"You look beautiful this evening."
"Phoebe";"(smiles) Show me the badge again."
"Phoebe";"Shiny."
"Larry";"Oh, will you mind if I wash up? Because I came straight from work and whoknows where these babies (Holds up his hands) have been."
"Phoebe";"(laughing) You are just nonstop!"
"Larry";"(coming back) We're outta here!"
"Phoebe";"Why?!"
"Larry";"Just walking past the kitchen I saw 10 violations! I'm shutting thisplace down!"
"Phoebe";"(awed) You have the power to do that?"
"Larry";"This does. (Shows her his badge.)"
"Phoebe";"(excited) Shut it down."
"Joey";"Hey."
"Chandler";"What are you doing?"
"Joey";"Nothing."
"Chandler";"You built a fort didn't ya?"
"Joey";"(smiles) Kinda."
"Chandler";"(notices something) Oh my God, the air purifier! Ross's air purifier!All I heard through 4 years of college was (makes a humming noise.)"
"Joey";"Dude, you should've gone out once and a while."
"Chandler";"I"
"Joey";"Come on, Chandler, Ross is our friend. He needs us right now, so why don'tyou be a grown up and come and watch some TV in the fort!"
"Rachel";"Oh, hi Danny."
"Danny";"Hey guys, I just uh, wanted to invite you to the party tomorrow night."
"Monica";"Oh, thanks! We'll try to stop by."
"Rachel";"Uh, actually, I think I'm gonna be busy."
"Monica";"You are?"
"Rachel";"Yeah! Remember I got that uh, gala."
"Danny";"Yeah, what's the gala for?"
"Rachel";"It's a uh, regatta gala."
"Danny";"Really! You-you sail?"
"Rachel";"No-no, but I support it."
"Danny";"Okay, (To Monica) hope I see you tomorrow night."
"Monica";"Okay."
"Danny";"Take care. (Leaves.)"
"Rachel";"Okay. (Closes the door.) Walked right into that one didn't he?"
"Monica";"What one? You wanted him to invite you to the party and he did it!"
"Rachel";"Yeah, but he waited until the last minute! So if I said yes, he wouldknow I had nothing better to do than wait around for an invitation to his stupid party. Isaid, "No!" Which puts"
"Monica";"Great. So the ball is in his court?"
"Rachel";"Ball? There is no ball."
"Ross";"(glaring at him) Joey, please! (Motions to his computer.)"
"Joey";"Sorry."
"Joey";"Ahhhhhhhhhh…"
"Chandler";"(entering) Hello children!"
"Joey";"Hey! Wanna play some foosball? Please?"
"Chandler";"Okay. (Starts to head for where the foosball table usually is.)"
"Joey";"No-no, no! We have to move the table into my room, yeah! 'Cause of all theboxes. Come on!"
"Joey";"All right, I have one question."
"Chandler";"Bye-bye little puppet Joey hand?"
"Joey";"No, the quiet down thing!"
"Chandler";"You mean this. (Does the maneuver perfectly.)"
"Joey";"Um-hmm! Look, I-I-I don't know how much more of this I can take! Did youknow he taped over my"
"Chandler";"(gasps) All right look, y'know, this maybe tough but come on, this isRoss! I survived college with him!"
"Joey";"All right, I guess I can hold out a little longer. Let's have a game."
"Chandler";"Okay."
"Chandler";"No-no-no-no!"
"Joey";"YES!!"
"Ross";"(entering) Uh fellas, (Does the maneuver and gives them a double thumbsup, which Chandler returns as he closes the door.)"
"Chandler";"Okay, so he's out of here."
"Joey";"Um-hmm."
"Joey";"(entering) Hey!"
"Monica";"Hey!"
"Joey";"You guys got anything to eat? I just went down to Johnos for some chickenand it was closed!"
"Phoebe";"Oh, I took Larry there to eat but it was all violated. So we shut itdown!"
"Joey";"Pheebs, if this guy keeps closing down all of our favorite places, whereare we gonna eat?!"
"Monica";"I don't know, clean places?"
"Joey";"Umm, yum!"
"Monica";"(looking through the peephole) It's Danny."
"Rachel";"Don't let him in! I'm supposed to be at a regatta gala."
"Monica";"(to Danny) We'll be right there! (To Rachel) Can't you just say itstarts later?"
"Rachel";"What? What kind of a regatta gala starts at night?!"
"Monica";"The fake kind!"
"Danny";"Hey, hi, I need a ladle. You got a ladle?"
"Monica";"We have a ladle. (Gives him one.)"
"Danny";"Thanks, see you at the party."
"Monica";"Okay, great!"
"Phoebe";"Hey, guys, you know what Larry would say? He would say, "See youladle." (Laughs.)"
"Chandler";"Well, I-I-I'm done with this. You want anything Ross? Sports?International? Apartment listings?"
"Ross";"I'll take sports."
"Joey";"Mine! (He grabs it.)"
"Ross";"All right. Uhh, international."
"Joey";"Oh that's mine too! (Grabs it and Ross looks at him.) I'm Italian!"
"Ross";"Well, I guess I can check out those apartment listings, even thoughthere's never anything in here."
"Chandler";"Not even on page 7?"
"Ross";"(looks) Oh yeah! You're—hey, you're right! Here's an affordableplace, (reading ad) two bedroom, close to work, ooh, it's available in five weeks!"
"Chandler";"What about that circled one?"
"Ross";"Oh, I-I don't know, it's kind of expensive for a studio."
"Joey";"But it's available now! Isn't it?"
"Chandler";"Yes, it is."
"Joey";"Hey, let's go look at it! (They both jump up.)"
"Ross";"Okay, let's go."
"Joey";"Okay!"
"Chandler";"There we go!"
"Ross";"Oh-oh-ooh, hey guys, I was wondering if you guys would uh, maybe chip inon some new air filters for the air purifier? I mean after all, we all are using it."
"Chandler";"Let's go quicker."
"Joey";"Yeah!"
"Ross";"Oh my God! (Looking around, which doesn't take him long.)"
"Chandler";"Yeah, well look at this kitchen, slash bathroom. Well that's great!Y'know so you can cook while in the tub."
"Joey";"Somebody was using his head. Hey, let's check out the rest of the place."
"Ross";"I think this is it. I don't know, maybe we should keep looking."
"Joey";"But hey, Ross, this place is available now!"
"Chandler";"Yeah, you don't want to be stuck with us for the next five weeks."
"Joey";"Yeah."
"Ross";"(To Joey) So, you-you think I should go ahead and take this place?"
"Joey";"Oh, it's perfect!"
"Ross";"(To Chandler) How about you?"
"Chandler";"It's a kitchen slash bathroom."
"Ross";"All right, I see what you guys are saying. I'll uh, I'll go downstairs andfill out an application."
"Chandler";"We are bad people."
"Joey";"He knew we were trying to get rid of him. He knew! (Pause.) You think wecould get a bathtub in our kitchen?"
